filename,split,spectral_label,kmeans_label,n_nodes,n_edges,cyclomatic,avg_degree,max_degree,n_endpoints,n_junctions,branching_ratio,total_length,avg_length,std_length,avg_tortuosity,node_density,components
pt_graph_212,train,0,0,28,25,0,1.7857142857142858,3.0,16,10,0.625,25.0,1.0,0.0,1000000.0,0.0,3
pt_graph_213,train,0,0,25,25,1,2.0,4.0,13,12,0.9230769230769231,25.0,1.0,0.0,1000000.0,0.0,1
pt_graph_214,train,0,0,27,23,0,1.7037037037037037,3.0,17,9,0.5294117647058824,23.0,1.0,0.0,1000000.0,0.0,4
pt_graph_215,train,0,0,40,36,0,1.8,4.0,24,15,0.625,36.0,1.0,0.0,1000000.0,0.0,4
pt_graph_216,train,0,2,14,9,0,1.2857142857142858,3.0,12,2,0.16666666666666666,9.0,1.0,0.0,1000000.0,0.0,5
pt_graph_217,train,0,0,25,22,1,1.76,4.0,16,9,0.5625,22.0,1.0,0.0,1000000.0,0.0,4
pt_graph_218,train,0,0,7,7,1,2.0,4.0,4,3,0.75,7.0,1.0,0.0,1000000.0,0.0,1
pt_graph_219,train,0,0,8,7,0,1.75,3.0,5,3,0.6,7.0,1.0,0.0,1000000.0,0.0,1
pt_graph_220,train,0,1,53,41,2,1.5471698113207548,4.0,38,13,0.34210526315789475,41.0,1.0,0.0,1000000.0,0.0,14
pt_graph_221,train,0,2,8,5,0,1.25,3.0,7,1,0.14285714285714285,5.0,1.0,0.0,1000000.0,0.0,3
pt_graph_222,train,0,2,8,5,0,1.25,3.0,7,1,0.14285714285714285,5.0,1.0,0.0,1000000.0,0.0,3
pt_graph_223,train,0,2,8,5,0,1.25,3.0,7,1,0.14285714285714285,5.0,1.0,0.0,1000000.0,0.0,3
pt_graph_224,train,0,2,6,4,0,1.3333333333333333,3.0,5,1,0.2,4.0,1.0,0.0,1000000.0,0.0,2
pt_graph_225,train,0,2,4,3,0,1.5,3.0,3,1,0.3333333333333333,3.0,1.0,0.0,1000000.0,0.0,1
pt_graph_227,train,0,2,4,2,0,1.0,1.0,4,0,0.0,2.0,1.0,0.0,1000000.0,0.0,2
pt_graph_228,train,0,2,4,2,0,1.0,1.0,4,0,0.0,2.0,1.0,0.0,1000000.0,0.0,2
pt_graph_229,train,0,2,8,4,0,1.0,1.0,8,0,0.0,4.0,1.0,0.0,1000000.0,0.0,4
pt_graph_230,train,0,2,10,5,0,1.0,1.0,10,0,0.0,5.0,1.0,0.0,1000000.0,0.0,5
pt_graph_231,train,0,2,8,5,0,1.25,2.0,6,0,0.0,5.0,1.0,0.0,1000000.0,0.0,3
pt_graph_232,train,0,2,6,4,0,1.3333333333333333,2.0,4,0,0.0,4.0,1.0,0.0,1000000.0,0.0,2
pt_graph_233,train,0,2,12,7,0,1.1666666666666667,2.0,10,0,0.0,7.0,1.0,0.0,1000000.0,0.0,5
pt_graph_234,train,0,2,14,7,0,1.0,1.0,14,0,0.0,7.0,1.0,0.0,1000000.0,0.0,7
pt_graph_235,train,0,2,18,9,0,1.0,1.0,18,0,0.0,9.0,1.0,0.0,1000000.0,0.0,9
pt_graph_236,train,0,2,14,7,0,1.0,1.0,14,0,0.0,7.0,1.0,0.0,1000000.0,0.0,7
pt_graph_237,train,0,2,10,6,0,1.2,3.0,9,1,0.1111111111111111,6.0,1.0,0.0,1000000.0,0.0,4
pt_graph_238,train,0,2,4,2,0,1.0,1.0,4,0,0.0,2.0,1.0,0.0,1000000.0,0.0,2
pt_graph_239,train,0,2,12,7,0,1.1666666666666667,3.0,11,1,0.09090909090909091,7.0,1.0,0.0,1000000.0,0.0,5
pt_graph_240,train,0,2,14,7,0,1.0,1.0,14,0,0.0,7.0,1.0,0.0,1000000.0,0.0,7
pt_graph_241,train,0,2,16,8,0,1.0,1.0,16,0,0.0,8.0,1.0,0.0,1000000.0,0.0,8
pt_graph_242,train,0,2,6,3,0,1.0,1.0,6,0,0.0,3.0,1.0,0.0,1000000.0,0.0,3
pt_graph_243,train,0,2,8,4,0,1.0,1.0,8,0,0.0,4.0,1.0,0.0,1000000.0,0.0,4
pt_graph_244,train,0,2,8,4,0,1.0,1.0,8,0,0.0,4.0,1.0,0.0,1000000.0,0.0,4
pt_graph_245,train,0,2,39,28,0,1.435897435897436,3.0,30,8,0.26666666666666666,28.0,1.0,0.0,1000000.0,0.0,11
pt_graph_246,train,0,2,12,8,0,1.3333333333333333,3.0,9,1,0.1111111111111111,8.0,1.0,0.0,1000000.0,0.0,4
pt_graph_247,train,0,2,15,12,0,1.6,3.0,10,4,0.4,12.0,1.0,0.0,1000000.0,0.0,3
pt_graph_250,train,0,2,4,3,0,1.5,3.0,3,1,0.3333333333333333,3.0,1.0,0.0,1000000.0,0.0,1
pt_graph_251,train,0,2,4,3,0,1.5,3.0,3,1,0.3333333333333333,3.0,1.0,0.0,1000000.0,0.0,1
pt_graph_254,train,0,2,4,3,0,1.5,3.0,3,1,0.3333333333333333,3.0,1.0,0.0,1000000.0,0.0,1
pt_graph_255,train,0,2,4,3,0,1.5,3.0,3,1,0.3333333333333333,3.0,1.0,0.0,1000000.0,0.0,1
pt_graph_256,train,0,2,6,3,0,1.0,1.0,6,0,0.0,3.0,1.0,0.0,1000000.0,0.0,3
pt_graph_257,train,0,2,4,2,0,1.0,1.0,4,0,0.0,2.0,1.0,0.0,1000000.0,0.0,2
pt_graph_258,train,0,2,20,12,0,1.2,3.0,18,2,0.1111111111111111,12.0,1.0,0.0,1000000.0,0.0,8
pt_graph_259,train,0,2,5,4,1,1.6,4.0,4,1,0.25,4.0,1.0,0.0,1000000.0,0.0,2
pt_graph_260,train,0,2,9,7,1,1.5555555555555556,4.0,7,2,0.2857142857142857,7.0,1.0,0.0,1000000.0,0.0,3
pt_graph_261,train,0,2,12,9,1,1.5,4.0,9,2,0.2222222222222222,9.0,1.0,0.0,1000000.0,0.0,4
pt_graph_262,train,0,2,13,9,0,1.3846153846153846,3.0,10,2,0.2,9.0,1.0,0.0,1000000.0,0.0,4
pt_graph_263,train,0,2,22,13,0,1.1818181818181819,3.0,20,2,0.1,13.0,1.0,0.0,1000000.0,0.0,9
pt_graph_264,train,0,0,19,16,1,1.6842105263157894,3.0,12,6,0.5,16.0,1.0,0.0,1000000.0,0.0,4
pt_graph_265,train,0,0,15,15,1,2.0,3.0,7,7,1.0,15.0,1.0,0.0,1000000.0,0.0,1
pt_graph_266,train,0,0,18,16,1,1.7777777777777777,3.0,11,7,0.6363636363636364,16.0,1.0,0.0,1000000.0,0.0,3
pt_graph_267,train,0,2,12,9,0,1.5,3.0,8,2,0.25,9.0,1.0,0.0,1000000.0,0.0,3
pt_graph_268,train,0,2,12,8,0,1.3333333333333333,2.0,8,0,0.0,8.0,1.0,0.0,1000000.0,0.0,4
pt_graph_269,train,0,2,8,6,0,1.5,3.0,5,1,0.2,6.0,1.0,0.0,1000000.0,0.0,2
pt_graph_270,train,0,2,6,5,1,1.6666666666666667,3.0,3,1,0.3333333333333333,5.0,1.0,0.0,1000000.0,0.0,2
pt_graph_271,train,0,2,28,22,1,1.5714285714285714,3.0,19,7,0.3684210526315789,22.0,1.0,0.0,1000000.0,0.0,7
pt_graph_272,train,0,0,29,25,0,1.7241379310344827,3.0,18,10,0.5555555555555556,25.0,1.0,0.0,1000000.0,0.0,4
pt_graph_273,train,0,0,14,12,0,1.7142857142857142,3.0,9,5,0.5555555555555556,12.0,1.0,0.0,1000000.0,0.0,2
pt_graph_274,train,0,0,14,12,0,1.7142857142857142,3.0,9,5,0.5555555555555556,12.0,1.0,0.0,1000000.0,0.0,2
pt_graph_275,train,0,2,12,8,0,1.3333333333333333,3.0,10,2,0.2,8.0,1.0,0.0,1000000.0,0.0,4
pt_graph_276,train,0,2,8,5,0,1.25,3.0,7,1,0.14285714285714285,5.0,1.0,0.0,1000000.0,0.0,3
pt_graph_277,train,0,0,20,19,1,1.9,3.0,10,8,0.8,19.0,1.0,0.0,1000000.0,0.0,2
pt_graph_278,train,0,0,18,17,0,1.8888888888888888,3.0,10,8,0.8,17.0,1.0,0.0,1000000.0,0.0,1
pt_graph_279,train,0,0,14,13,0,1.8571428571428572,3.0,8,6,0.75,13.0,1.0,0.0,1000000.0,0.0,1
pt_graph_280,train,0,2,12,10,0,1.6666666666666667,3.0,8,4,0.5,10.0,1.0,0.0,1000000.0,0.0,2
pt_graph_281,train,0,2,16,13,0,1.625,3.0,9,3,0.3333333333333333,13.0,1.0,0.0,1000000.0,0.0,3
pt_graph_282,train,0,2,21,17,0,1.619047619047619,3.0,13,5,0.38461538461538464,17.0,1.0,0.0,1000000.0,0.0,4
pt_graph_283,train,0,2,22,18,0,1.6363636363636365,3.0,13,5,0.38461538461538464,18.0,1.0,0.0,1000000.0,0.0,4
pt_graph_284,train,0,2,25,20,0,1.6,4.0,17,6,0.35294117647058826,20.0,1.0,0.0,1000000.0,0.0,5
pt_graph_285,train,0,0,23,19,0,1.6521739130434783,4.0,16,7,0.4375,19.0,1.0,0.0,1000000.0,0.0,4
pt_graph_286,train,0,0,24,21,1,1.75,4.0,13,6,0.46153846153846156,21.0,1.0,0.0,1000000.0,0.0,4
pt_graph_287,train,0,0,27,24,0,1.7777777777777777,3.0,16,10,0.625,24.0,1.0,0.0,1000000.0,0.0,3
pt_graph_288,train,0,0,29,24,0,1.6551724137931034,3.0,19,9,0.47368421052631576,24.0,1.0,0.0,1000000.0,0.0,5
pt_graph_289,train,0,2,6,3,0,1.0,1.0,6,0,0.0,3.0,1.0,0.0,1000000.0,0.0,3
pt_graph_290,train,0,2,4,2,0,1.0,1.0,4,0,0.0,2.0,1.0,0.0,1000000.0,0.0,2
pt_graph_292,train,0,1,45,38,6,1.6888888888888889,4.0,31,13,0.41935483870967744,38.0,1.0,0.0,1000000.0,0.0,13
pt_graph_293,train,0,0,49,45,4,1.836734693877551,4.0,28,18,0.6428571428571429,45.0,1.0,0.0,1000000.0,0.0,8
pt_graph_294,train,0,0,16,15,1,1.875,4.0,9,6,0.6666666666666666,15.0,1.0,0.0,1000000.0,0.0,2
pt_graph_295,train,0,2,12,6,0,1.0,1.0,12,0,0.0,6.0,1.0,0.0,1000000.0,0.0,6
pt_graph_296,train,0,2,7,6,0,1.7142857142857142,3.0,4,2,0.5,6.0,1.0,0.0,1000000.0,0.0,1
pt_graph_297,train,0,2,18,10,0,1.1111111111111112,3.0,17,1,0.058823529411764705,10.0,1.0,0.0,1000000.0,0.0,8
pt_graph_298,train,0,2,18,10,0,1.1111111111111112,3.0,17,1,0.058823529411764705,10.0,1.0,0.0,1000000.0,0.0,8
pt_graph_299,train,0,2,22,13,1,1.1818181818181819,3.0,20,2,0.1,13.0,1.0,0.0,1000000.0,0.0,10
pt_graph_0,test,0,0,43,40,0,1.8604651162790697,3.0,23,17,0.7391304347826086,40.0,1.0,0.0,1000000.0,0.0,3
pt_graph_1,test,1,1,120,110,1,1.8333333333333333,4.0,71,44,0.6197183098591549,110.0,1.0,0.0,1000000.0,0.0,11
pt_graph_2,test,2,1,108,99,3,1.8333333333333333,4.0,63,40,0.6349206349206349,99.0,1.0,0.0,1000000.0,0.0,12
pt_graph_3,test,1,1,162,121,3,1.4938271604938271,5.0,119,33,0.2773109243697479,121.0,1.0,0.0,1000000.0,0.0,44
pt_graph_4,test,2,1,76,76,2,2.0,5.0,34,32,0.9411764705882353,76.0,1.0,0.0,1000000.0,0.0,2
pt_graph_5,test,0,0,28,29,2,2.0714285714285716,4.0,10,10,1.0,29.0,1.0,0.0,1000000.0,0.0,1
pt_graph_6,test,0,0,24,23,0,1.9166666666666667,3.0,10,8,0.8,23.0,1.0,0.0,1000000.0,0.0,1
pt_graph_7,test,1,1,104,104,2,2.0,4.0,53,46,0.8679245283018868,104.0,1.0,0.0,1000000.0,0.0,2
pt_graph_8,test,1,1,106,105,2,1.9811320754716981,4.0,54,47,0.8703703703703703,105.0,1.0,0.0,1000000.0,0.0,3
pt_graph_9,test,0,0,39,36,1,1.8461538461538463,5.0,24,14,0.5833333333333334,36.0,1.0,0.0,1000000.0,0.0,4
pt_graph_10,test,0,2,24,16,0,1.3333333333333333,3.0,20,4,0.2,16.0,1.0,0.0,1000000.0,0.0,8
pt_graph_11,test,0,0,10,10,1,2.0,4.0,4,3,0.75,10.0,1.0,0.0,1000000.0,0.0,1
pt_graph_12,test,1,1,180,183,5,2.033333333333333,5.0,88,85,0.9659090909090909,183.0,1.0,0.0,1000000.0,0.0,2
pt_graph_13,test,2,1,79,77,2,1.9493670886075949,3.0,39,35,0.8974358974358975,77.0,1.0,0.0,1000000.0,0.0,4
pt_graph_14,test,1,1,111,108,3,1.945945945945946,4.0,57,47,0.8245614035087719,108.0,1.0,0.0,1000000.0,0.0,6
pt_graph_15,test,2,1,93,90,1,1.935483870967742,4.0,50,40,0.8,90.0,1.0,0.0,1000000.0,0.0,4
pt_graph_16,test,2,1,88,83,0,1.8863636363636365,4.0,51,36,0.7058823529411765,83.0,1.0,0.0,1000000.0,0.0,5
pt_graph_17,test,1,1,111,108,2,1.945945945945946,4.0,59,49,0.8305084745762712,108.0,1.0,0.0,1000000.0,0.0,5
pt_graph_18,test,2,1,89,80,3,1.797752808988764,4.0,52,33,0.6346153846153846,80.0,1.0,0.0,1000000.0,0.0,12
pt_graph_19,test,1,1,119,122,5,2.0504201680672267,3.0,53,59,1.1132075471698113,122.0,1.0,0.0,1000000.0,0.0,2
pt_graph_20,test,0,1,66,66,1,2.0,3.0,32,32,1.0,66.0,1.0,0.0,1000000.0,0.0,1
pt_graph_21,test,0,0,39,37,0,1.8974358974358974,4.0,21,16,0.7619047619047619,37.0,1.0,0.0,1000000.0,0.0,2
pt_graph_22,test,1,1,143,145,5,2.027972027972028,4.0,67,68,1.0149253731343284,145.0,1.0,0.0,1000000.0,0.0,3
pt_graph_23,test,2,1,73,73,2,2.0,4.0,33,34,1.0303030303030303,73.0,1.0,0.0,1000000.0,0.0,2
pt_graph_24,test,2,1,71,70,1,1.971830985915493,3.0,35,33,0.9428571428571428,70.0,1.0,0.0,1000000.0,0.0,2
pt_graph_25,test,0,0,50,49,1,1.96,3.0,22,20,0.9090909090909091,49.0,1.0,0.0,1000000.0,0.0,2
pt_graph_26,test,0,0,44,43,1,1.9545454545454546,3.0,21,19,0.9047619047619048,43.0,1.0,0.0,1000000.0,0.0,2
pt_graph_27,test,0,2,30,24,0,1.6,3.0,19,7,0.3684210526315789,24.0,1.0,0.0,1000000.0,0.0,6
pt_graph_28,test,2,1,63,65,5,2.0634920634920637,4.0,28,31,1.1071428571428572,65.0,1.0,0.0,1000000.0,0.0,3
pt_graph_29,test,0,0,9,10,2,2.2222222222222223,4.0,4,5,1.25,10.0,1.0,0.0,1000000.0,0.0,1
pt_graph_30,test,0,2,4,3,0,1.5,3.0,3,1,0.3333333333333333,3.0,1.0,0.0,1000000.0,0.0,1
pt_graph_32,test,0,2,28,14,0,1.0,1.0,28,0,0.0,14.0,1.0,0.0,1000000.0,0.0,14
pt_graph_33,test,0,2,13,11,0,1.6923076923076923,3.0,8,4,0.5,11.0,1.0,0.0,1000000.0,0.0,2
pt_graph_34,test,0,2,13,10,0,1.5384615384615385,3.0,9,3,0.3333333333333333,10.0,1.0,0.0,1000000.0,0.0,3
pt_graph_35,test,0,2,24,15,0,1.25,3.0,21,3,0.14285714285714285,15.0,1.0,0.0,1000000.0,0.0,9
pt_graph_36,test,0,0,19,20,2,2.1052631578947367,4.0,9,10,1.1111111111111112,20.0,1.0,0.0,1000000.0,0.0,1
pt_graph_37,test,0,0,36,35,1,1.9444444444444444,4.0,19,16,0.8421052631578947,35.0,1.0,0.0,1000000.0,0.0,2
pt_graph_38,test,0,0,45,42,1,1.8666666666666667,4.0,26,18,0.6923076923076923,42.0,1.0,0.0,1000000.0,0.0,4
pt_graph_39,test,2,1,75,73,3,1.9466666666666668,5.0,42,33,0.7857142857142857,73.0,1.0,0.0,1000000.0,0.0,5
pt_graph_40,test,0,2,10,6,0,1.2,3.0,9,1,0.1111111111111111,6.0,1.0,0.0,1000000.0,0.0,4
pt_graph_41,test,2,1,82,84,4,2.048780487804878,5.0,42,40,0.9523809523809523,84.0,1.0,0.0,1000000.0,0.0,2
pt_graph_42,test,0,1,64,61,1,1.90625,4.0,36,28,0.7777777777777778,61.0,1.0,0.0,1000000.0,0.0,4
pt_graph_43,test,0,0,33,34,2,2.0606060606060606,3.0,15,17,1.1333333333333333,34.0,1.0,0.0,1000000.0,0.0,1
pt_graph_44,test,0,0,45,44,1,1.9555555555555555,4.0,24,21,0.875,44.0,1.0,0.0,1000000.0,0.0,2
pt_graph_45,test,0,0,13,12,1,1.8461538461538463,3.0,7,5,0.7142857142857143,12.0,1.0,0.0,1000000.0,0.0,2
pt_graph_46,test,0,0,28,27,1,1.9285714285714286,4.0,14,11,0.7857142857142857,27.0,1.0,0.0,1000000.0,0.0,2
pt_graph_47,test,0,0,23,20,1,1.7391304347826086,4.0,13,6,0.46153846153846156,20.0,1.0,0.0,1000000.0,0.0,4
pt_graph_48,test,0,0,19,20,2,2.1052631578947367,4.0,9,9,1.0,20.0,1.0,0.0,1000000.0,0.0,1
pt_graph_49,test,0,0,7,7,1,2.0,4.0,3,2,0.6666666666666666,7.0,1.0,0.0,1000000.0,0.0,1
pt_graph_50,test,0,0,11,10,1,1.8181818181818181,4.0,5,2,0.4,10.0,1.0,0.0,1000000.0,0.0,2
pt_graph_51,test,0,2,5,3,0,1.2,2.0,4,0,0.0,3.0,1.0,0.0,1000000.0,0.0,2
pt_graph_52,test,0,0,10,9,0,1.8,3.0,6,4,0.6666666666666666,9.0,1.0,0.0,1000000.0,0.0,1
pt_graph_53,test,0,0,16,14,0,1.75,3.0,10,6,0.6,14.0,1.0,0.0,1000000.0,0.0,2
pt_graph_54,test,0,0,16,15,0,1.875,3.0,9,7,0.7777777777777778,15.0,1.0,0.0,1000000.0,0.0,1
pt_graph_55,test,2,1,81,74,1,1.8271604938271604,4.0,47,31,0.6595744680851063,74.0,1.0,0.0,1000000.0,0.0,8
pt_graph_56,test,0,0,58,45,0,1.5517241379310345,4.0,40,13,0.325,45.0,1.0,0.0,1000000.0,0.0,13
pt_graph_57,test,0,2,29,21,1,1.4482758620689655,3.0,21,5,0.23809523809523808,21.0,1.0,0.0,1000000.0,0.0,9
pt_graph_58,test,0,2,30,21,1,1.4,3.0,24,6,0.25,21.0,1.0,0.0,1000000.0,0.0,10
pt_graph_59,test,2,1,61,61,5,2.0,4.0,32,27,0.84375,61.0,1.0,0.0,1000000.0,0.0,5
pt_graph_60,test,2,1,67,67,4,2.0,4.0,35,30,0.8571428571428571,67.0,1.0,0.0,1000000.0,0.0,4
pt_graph_61,test,0,0,40,39,0,1.95,4.0,22,17,0.7727272727272727,39.0,1.0,0.0,1000000.0,0.0,1
pt_graph_62,test,2,1,84,74,1,1.7619047619047619,4.0,51,28,0.5490196078431373,74.0,1.0,0.0,1000000.0,0.0,11
pt_graph_63,test,2,1,91,83,2,1.8241758241758241,4.0,53,32,0.6037735849056604,83.0,1.0,0.0,1000000.0,0.0,10
pt_graph_64,test,0,1,62,55,2,1.7741935483870968,4.0,38,21,0.5526315789473685,55.0,1.0,0.0,1000000.0,0.0,9
pt_graph_65,test,2,1,81,67,1,1.654320987654321,4.0,51,24,0.47058823529411764,67.0,1.0,0.0,1000000.0,0.0,15
pt_graph_66,test,0,1,62,52,1,1.6774193548387097,4.0,41,19,0.4634146341463415,52.0,1.0,0.0,1000000.0,0.0,11
pt_graph_67,test,0,0,12,11,1,1.8333333333333333,5.0,8,4,0.5,11.0,1.0,0.0,1000000.0,0.0,2
pt_graph_68,test,0,2,4,2,0,1.0,1.0,4,0,0.0,2.0,1.0,0.0,1000000.0,0.0,2
pt_graph_69,test,0,2,4,3,0,1.5,3.0,3,1,0.3333333333333333,3.0,1.0,0.0,1000000.0,0.0,1
pt_graph_70,test,0,0,16,15,1,1.875,5.0,10,6,0.6,15.0,1.0,0.0,1000000.0,0.0,2
pt_graph_71,test,0,2,12,9,0,1.5,3.0,9,3,0.3333333333333333,9.0,1.0,0.0,1000000.0,0.0,3
pt_graph_72,test,0,2,15,12,0,1.6,3.0,9,5,0.5555555555555556,12.0,1.0,0.0,1000000.0,0.0,3
pt_graph_73,test,0,2,12,9,0,1.5,3.0,9,3,0.3333333333333333,9.0,1.0,0.0,1000000.0,0.0,3
pt_graph_74,test,0,2,8,5,0,1.25,3.0,7,1,0.14285714285714285,5.0,1.0,0.0,1000000.0,0.0,3
pt_graph_75,test,0,2,15,12,0,1.6,3.0,10,4,0.4,12.0,1.0,0.0,1000000.0,0.0,3
pt_graph_76,test,0,2,4,2,0,1.0,1.0,4,0,0.0,2.0,1.0,0.0,1000000.0,0.0,2
pt_graph_77,test,0,2,9,6,0,1.3333333333333333,3.0,7,1,0.14285714285714285,6.0,1.0,0.0,1000000.0,0.0,3
pt_graph_78,test,0,2,6,4,0,1.3333333333333333,3.0,5,1,0.2,4.0,1.0,0.0,1000000.0,0.0,2
pt_graph_80,test,0,0,8,7,0,1.75,3.0,5,3,0.6,7.0,1.0,0.0,1000000.0,0.0,1
pt_graph_81,test,0,0,49,48,0,1.9591836734693877,4.0,25,22,0.88,48.0,1.0,0.0,1000000.0,0.0,1
pt_graph_82,test,0,0,40,40,2,2.0,4.0,21,17,0.8095238095238095,40.0,1.0,0.0,1000000.0,0.0,2
pt_graph_83,test,0,0,49,47,0,1.9183673469387754,4.0,25,18,0.72,47.0,1.0,0.0,1000000.0,0.0,2
pt_graph_84,test,0,0,32,31,0,1.9375,3.0,17,15,0.8823529411764706,31.0,1.0,0.0,1000000.0,0.0,1
pt_graph_85,test,0,1,68,67,0,1.9705882352941178,4.0,34,30,0.8823529411764706,67.0,1.0,0.0,1000000.0,0.0,1
pt_graph_86,test,0,0,24,23,0,1.9166666666666667,3.0,13,11,0.8461538461538461,23.0,1.0,0.0,1000000.0,0.0,1
pt_graph_87,test,0,0,39,44,6,2.2564102564102564,4.0,15,20,1.3333333333333333,44.0,1.0,0.0,1000000.0,0.0,1
pt_graph_88,test,2,1,65,67,3,2.0615384615384613,5.0,34,30,0.8823529411764706,67.0,1.0,0.0,1000000.0,0.0,1
pt_graph_89,test,0,0,28,28,2,2.0,5.0,15,11,0.7333333333333333,28.0,1.0,0.0,1000000.0,0.0,2
pt_graph_90,test,0,0,28,28,2,2.0,5.0,15,11,0.7333333333333333,28.0,1.0,0.0,1000000.0,0.0,2
pt_graph_91,test,0,0,24,23,0,1.9166666666666667,4.0,14,10,0.7142857142857143,23.0,1.0,0.0,1000000.0,0.0,1
pt_graph_92,test,0,0,15,14,0,1.8666666666666667,4.0,9,6,0.6666666666666666,14.0,1.0,0.0,1000000.0,0.0,1
pt_graph_93,test,0,0,9,8,0,1.7777777777777777,3.0,5,3,0.6,8.0,1.0,0.0,1000000.0,0.0,1
pt_graph_94,test,0,0,14,14,1,2.0,4.0,7,6,0.8571428571428571,14.0,1.0,0.0,1000000.0,0.0,1
pt_graph_95,test,0,0,15,15,1,2.0,4.0,8,7,0.875,15.0,1.0,0.0,1000000.0,0.0,1
pt_graph_96,test,0,0,14,12,0,1.7142857142857142,3.0,9,5,0.5555555555555556,12.0,1.0,0.0,1000000.0,0.0,2
pt_graph_97,test,0,0,20,18,0,1.8,3.0,11,7,0.6363636363636364,18.0,1.0,0.0,1000000.0,0.0,2
pt_graph_98,test,0,0,20,18,0,1.8,3.0,11,7,0.6363636363636364,18.0,1.0,0.0,1000000.0,0.0,2
pt_graph_99,test,0,0,16,14,0,1.75,3.0,10,6,0.6,14.0,1.0,0.0,1000000.0,0.0,2
pt_graph_100,test,0,0,18,16,0,1.7777777777777777,3.0,10,6,0.6,16.0,1.0,0.0,1000000.0,0.0,2
pt_graph_101,test,0,2,21,12,0,1.1428571428571428,3.0,19,1,0.05263157894736842,12.0,1.0,0.0,1000000.0,0.0,9
pt_graph_102,test,0,2,17,14,0,1.6470588235294117,4.0,11,4,0.36363636363636365,14.0,1.0,0.0,1000000.0,0.0,3
pt_graph_103,test,0,0,11,10,0,1.8181818181818181,3.0,6,4,0.6666666666666666,10.0,1.0,0.0,1000000.0,0.0,1
pt_graph_104,test,0,2,4,3,0,1.5,3.0,3,1,0.3333333333333333,3.0,1.0,0.0,1000000.0,0.0,1
pt_graph_106,test,0,0,10,9,0,1.8,3.0,6,4,0.6666666666666666,9.0,1.0,0.0,1000000.0,0.0,1
pt_graph_107,test,0,2,29,22,0,1.5172413793103448,4.0,21,6,0.2857142857142857,22.0,1.0,0.0,1000000.0,0.0,7
pt_graph_108,test,0,2,25,18,0,1.44,4.0,19,4,0.21052631578947367,18.0,1.0,0.0,1000000.0,0.0,7
pt_graph_109,test,0,0,17,16,0,1.8823529411764706,4.0,9,5,0.5555555555555556,16.0,1.0,0.0,1000000.0,0.0,1
pt_graph_110,test,0,0,22,21,0,1.9090909090909092,3.0,11,9,0.8181818181818182,21.0,1.0,0.0,1000000.0,0.0,1
pt_graph_111,test,0,0,21,20,0,1.9047619047619047,3.0,11,9,0.8181818181818182,20.0,1.0,0.0,1000000.0,0.0,1
pt_graph_112,test,0,0,20,19,0,1.9,3.0,11,9,0.8181818181818182,19.0,1.0,0.0,1000000.0,0.0,1
pt_graph_113,test,0,0,27,27,1,2.0,4.0,14,13,0.9285714285714286,27.0,1.0,0.0,1000000.0,0.0,1
pt_graph_114,test,0,0,30,32,3,2.1333333333333333,4.0,14,16,1.1428571428571428,32.0,1.0,0.0,1000000.0,0.0,1
pt_graph_115,test,0,0,35,36,2,2.057142857142857,4.0,17,18,1.0588235294117647,36.0,1.0,0.0,1000000.0,0.0,1
pt_graph_116,test,0,0,35,34,1,1.9428571428571428,4.0,19,16,0.8421052631578947,34.0,1.0,0.0,1000000.0,0.0,2
pt_graph_117,test,0,0,38,38,1,2.0,4.0,20,17,0.85,38.0,1.0,0.0,1000000.0,0.0,1
pt_graph_118,test,0,2,26,20,0,1.5384615384615385,3.0,19,7,0.3684210526315789,20.0,1.0,0.0,1000000.0,0.0,6
pt_graph_120,test,0,0,44,46,3,2.090909090909091,4.0,20,21,1.05,46.0,1.0,0.0,1000000.0,0.0,1
pt_graph_121,test,0,0,36,36,1,2.0,4.0,18,16,0.8888888888888888,36.0,1.0,0.0,1000000.0,0.0,1
pt_graph_122,test,0,0,49,49,1,2.0,4.0,24,23,0.9583333333333334,49.0,1.0,0.0,1000000.0,0.0,1
pt_graph_123,test,0,2,4,3,0,1.5,3.0,3,1,0.3333333333333333,3.0,1.0,0.0,1000000.0,0.0,1
pt_graph_124,test,0,0,19,18,0,1.894736842105263,3.0,9,7,0.7777777777777778,18.0,1.0,0.0,1000000.0,0.0,1
pt_graph_125,test,0,0,22,24,3,2.1818181818181817,4.0,9,11,1.2222222222222223,24.0,1.0,0.0,1000000.0,0.0,1
pt_graph_127,test,0,2,6,5,0,1.6666666666666667,3.0,4,2,0.5,5.0,1.0,0.0,1000000.0,0.0,1
pt_graph_128,test,0,0,14,13,0,1.8571428571428572,3.0,8,6,0.75,13.0,1.0,0.0,1000000.0,0.0,1
pt_graph_129,test,0,2,6,5,0,1.6666666666666667,3.0,4,2,0.5,5.0,1.0,0.0,1000000.0,0.0,1
pt_graph_130,test,0,0,23,22,0,1.9130434782608696,4.0,13,10,0.7692307692307693,22.0,1.0,0.0,1000000.0,0.0,1
pt_graph_131,test,0,0,28,28,1,2.0,4.0,15,13,0.8666666666666667,28.0,1.0,0.0,1000000.0,0.0,1
pt_graph_132,test,0,0,14,13,1,1.8571428571428572,4.0,7,5,0.7142857142857143,13.0,1.0,0.0,1000000.0,0.0,2
pt_graph_133,test,0,2,6,5,0,1.6666666666666667,3.0,3,1,0.3333333333333333,5.0,1.0,0.0,1000000.0,0.0,1
